Date_UTC;Time_UTC;Event;Purposes_Of_Call;Time_Since_Previous_Report;Distance;Latitude_North_South;Latitude_Degree;Latitude_Minutes;Longitude_East_West;Longitude_Degree;Longitude_Minutes;Voyage_From;Voyage_To;Voyage_Number;Cargo_Mt;Time_Elapsed_Sailing;Time_Elapsed_Maneuvering;Time_Elapsed_Anchoring;Time_Elapsed_Drifting;ME_Consumption_HFO;ME_Consumption_LFO;ME_Consumption_MGO;AE_Consumption_HFO;AE_Consumption_LFO;AE_Consumption_MGO;Boiler_Consumption_HFO;Boiler_Consumption_LFO;Boiler_Consumption_MGO;Inert_gas_Consumption_MGO;ME_Consumption;ME_Consumption_BDN_2;AE_Consumption;Boiler_Consumption;Incinerator_Consumption;AE_Consumption_BDN_2;Boiler_Consumption_BDN_2;AE_Consumption_BDN_3;Boiler_Consumption_BDN_3;BDN_ROB;BDN_2_ROB;BDN_3_ROB;BDN_4_ROB;BDN_5_ROB;Cargo_heating_Consumption_HFO;Cargo_heating_Consumption_LFO;Cargo_heating_Consumption_MGO;Discharge_Pump_Work;Discharge_Pump_SFOC;Discharge_Pump_Fuel_Type;DPP_Cargo_Pump_Consumption_MDO;Cargo_Heating_Consumption_BDN;ROB_Fuel_Total;Incinerator_Consumption_BDN_2;Source_System;Last_Updated
2025-03-19;04:54;End of sea passage;;11,9;131;N;29;12,67;W;94;27,9;P059;P060;VG143;23909,24;11,9;0;0;0;;;;;;;;;;;9,12;;1,55;;;;;;;82,65;634,22;200,3;;;;;;0;215;;;;917,17;;OVDAdmin;2026-03-18 21:44
2025-03-19;10:05;Arrival;;5,18;40;N;29;36,54;W;95;1,19;P059;P060;VG143;23909,24;0;5,18;0;0;;;;;;;;;;;3,64;;0,65;;;;;;;78,36;634,22;200,3;;;;;;0;215;;;;912,88;;OVDAdmin;2026-03-18 21:44
2025-03-19;17:00;Noon (Position) - Port;;6,92;0;N;29;36,54;W;95;1,19;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;1,3;0,68;;;;;;76,38;634,22;200,3;;;;;;0;215;;;;910,9;;OVDAdmin;2026-03-18 21:44
2025-03-20;17:00;Noon (Position) - Port;;24;39;N;29;16,58;W;94;29,93;P060;P060;VG143;28568,38;0;4,47;0;0;;;;;;;;;;;3,63;;3,48;0,95;;;;;;68,32;634,22;200,3;;;;;;0;215;;;;902,84;;OVDAdmin;2026-03-18 21:44
2025-03-21;17:00;Noon (Position) - Port;;24;0;N;29;16,71;W;94;30,16;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;2,13;1;;;;;;65,19;634,22;200,3;;;;;;0;215;;;;899,71;;OVDAdmin;2026-03-18 21:44
2025-03-22;17:00;Noon (Position) - Port;;24;0;N;29;16,72;W;94;30,13;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;2,29;1;;;;;;61,9;634,22;200,3;;;;;;0;215;;;;896,42;;OVDAdmin;2026-03-18 21:44
2025-03-23;17:00;Noon (Position) - Port;;24;0;N;29;16,72;W;94;30,13;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;2,52;1;;;;;;58,38;634,22;200,3;;;;;;0;215;;;;892,9;;OVDAdmin;2026-03-18 21:44
2025-03-24;17:00;Noon (Position) - Port;;24;0;N;29;16,64;W;94;30,17;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;2,25;1;;;;;;55,13;634,22;200,3;;;;;;0;215;;;;889,65;;OVDAdmin;2026-03-18 21:44
2025-03-25;17:00;Noon (Position) - Port;;24;0;N;29;16,54;W;94;30,17;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;2,23;1;;;;;;51,9;634,22;200,3;;;;;;0;215;;;;886,42;;OVDAdmin;2026-03-18 21:44
2025-03-26;17:00;Noon (Position) - Port;;24;0;N;29;16,59;W;94;30,2;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;2,17;1;;;;;;48,73;634,22;200,3;;;;;;0;215;;;;883,25;;OVDAdmin;2026-03-18 21:44
2025-03-27;17:00;Noon (Position) - Port;;24;39;N;29;36,72;W;95;1,59;P060;P060;VG143;28568,38;0;4,5;0;0;;;;;;;;;;;3,83;;3,19;0,87;;;;;;40,84;634,22;200,3;;;;;;0;215;;;;875,36;;OVDAdmin;2026-03-18 21:44
2025-03-28;12:46;Departure;;19,77;0;N;29;36,72;W;95;1,58;P060;P060;VG143;28568,38;0;0;0;0;;;;;;;;;;;;;2,3;0,83;;;;;;37,71;634,22;200,3;;;;;;0;215;;;;872,23;;OVDAdmin;2026-03-18 21:44
2025-03-28;15:54;Begin of sea passage;;3,13;32;N;29;17,45;W;94;36,93;P060;P009;VG144;28568,38;0;3,13;0;0;;;;;;;;;;;3,75;;2,2;;;;;;;31,76;634,22;200,3;;;;;;;215;;;;866,28;;OVDAdmin;2026-03-18 21:44
